event_name,city,state,latitude,longitude,start_date,start_time,end_date,end_time,religious_spiritual,cultural_heritage,literature_poetry,art_exhibition,dance_performing,film_media,comedy_standup,music_classical_folk,music_contemporary,nightlife,celebrity_event,food_culinary,fashion_lifestyle,wellness_mental,nature_outdoor,education_workshop,technology_innovation,hackathon_coding,startup_business,academic_conference,roadshow,airshow_aviation,auto_motor,gaming_esports,science_space,sports_fitness,adventure_extreme,community_social,government_public,trade_expo,sunset_view,sunrise_view,seaside_beach,mountain_climbing,boating_cruise,wildlife_safari,desert_experience,snow_activity,heritage_walk,street_festival,local_fair,lake_activity,forest_trail,island_experience,river_ghat
Contemporary Music Concert,Haridwar,Uttarakhand,26.524195,87.104367,2026-11-02,09:00,2026-11-02,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Ooty,Tamil Nadu,23.766178,80.897613,2026-01-12,09:00,2026-01-14,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Pune,Maharashtra,34.529851,82.400329,2026-07-30,09:00,2026-07-30,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Gokarna,Karnataka,29.892324,85.585403,2026-11-04,09:00,2026-11-04,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Kohima,Nagaland,25.485414,78.697278,2026-06-24,09:00,2026-06-25,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Contemporary Music Concert,Guwahati,Assam,9.344834,70.858432,2026-02-22,09:00,2026-02-22,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Bengaluru,Karnataka,19.983838,92.741932,2026-02-18,09:00,2026-02-18,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Port Blair,Andaman and Nicobar Islands,25.798461,83.329664,2026-08-09,09:00,2026-08-10,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Shimla,Himachal Pradesh,15.157588,72.011894,2026-11-06,09:00,2026-11-06,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Classical Music Concert,Jaisalmer,Rajasthan,33.48035,96.928176,2026-08-03,09:00,2026-08-03,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Bilaspur,Chhattisgarh,22.761036,75.588722,2026-03-09,09:00,2026-03-09,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beach Sunset Experience,Trivandrum,Kerala,17.085189,68.736646,2026-05-20,09:00,2026-05-21,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Pune,Maharashtra,8.443193,70.631238,2026-01-02,09:00,2026-01-04,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Manali,Himachal Pradesh,24.480291,90.993783,2026-11-11,09:00,2026-11-12,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Rishikesh,Uttarakhand,31.77969,81.368751,2026-08-20,09:00,2026-08-20,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Darjeeling,West Bengal,14.08269,85.468929,2026-06-12,09:00,2026-06-13,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Patna,Bihar,33.138003,88.83915,2026-09-28,09:00,2026-09-28,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Amritsar,Punjab,10.028345,88.951938,2026-09-03,09:00,2026-09-04,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Kaziranga,Assam,21.360886,92.719225,2026-10-06,09:00,2026-10-07,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Contemporary Music Concert,Gangtok,Sikkim,27.028537,74.205624,2026-04-05,09:00,2026-04-05,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Ahmedabad,Gujarat,17.237827,76.432028,2026-09-27,09:00,2026-09-27,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Contemporary Music Concert,Srinagar,Jammu and Kashmir,12.374923,82.576869,2026-05-12,09:00,2026-05-12,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Haridwar,Uttarakhand,25.208975,70.259921,2026-07-22,09:00,2026-07-23,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Konark,Odisha,34.774404,70.808318,2026-08-30,09:00,2026-08-30,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Classical Music Concert,Aizawl,Mizoram,33.884024,69.119501,2026-05-22,09:00,2026-05-24,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Kohima,Nagaland,8.537016,68.273992,2026-04-01,09:00,2026-04-01,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Gwalior,Madhya Pradesh,24.803657,92.206168,2026-05-16,09:00,2026-05-16,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Community Cultural Festival,Dharamshala,Himachal Pradesh,18.961471,79.697204,2026-10-01,09:00,2026-10-02,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Lucknow,Uttar Pradesh,30.496269,78.534508,2026-05-31,09:00,2026-06-02,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Cherrapunji,Meghalaya,21.404857,83.160589,2026-06-18,09:00,2026-06-18,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Mumbai,Maharashtra,12.092751,91.161321,2026-07-12,09:00,2026-07-14,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Konark,Odisha,29.629105,86.369043,2026-07-01,09:00,2026-07-01,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Bengaluru,Karnataka,14.005273,94.342331,2026-03-21,09:00,2026-03-22,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Classical Music Concert,Goa,Goa,13.043801,91.468602,2026-11-22,09:00,2026-11-22,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Pelling,Sikkim,24.781421,91.404289,2026-09-14,09:00,2026-09-16,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Kolkata,West Bengal,25.548429,88.819631,2026-07-08,09:00,2026-07-08,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nature & Forest Trail,Pune,Maharashtra,16.221156,94.270216,2026-10-26,09:00,2026-10-26,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Technology Innovation Expo,Hyderabad,Telangana,25.284189,69.092295,2026-07-31,09:00,2026-08-02,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Innovation Expo,Gangtok,Sikkim,14.367735,96.465589,2026-09-17,09:00,2026-09-17,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Manali,Himachal Pradesh,10.156179,94.686168,2026-03-17,09:00,2026-03-18,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Pune,Maharashtra,20.916652,87.948686,2026-06-02,09:00,2026-06-03,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Srinagar,Jammu and Kashmir,14.063917,84.771287,2026-10-17,09:00,2026-10-17,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Goa,Goa,8.202999,73.697625,2026-01-02,09:00,2026-01-02,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Community Cultural Festival,Gokarna,Karnataka,30.97051,84.793745,2026-04-20,09:00,2026-04-22,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Gokarna,Karnataka,9.185498,80.297587,2026-09-29,09:00,2026-09-29,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Gangtok,Sikkim,18.951484,94.903975,2026-08-10,09:00,2026-08-12,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Indore,Madhya Pradesh,10.635094,94.622382,2026-04-20,09:00,2026-04-21,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Goa,Goa,23.802315,74.479404,2026-05-28,09:00,2026-05-28,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Rajgir,Bihar,25.822095,77.318541,2026-09-30,09:00,2026-09-30,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Darjeeling,West Bengal,31.202966,91.483469,2026-04-24,09:00,2026-04-26,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Haridwar,Uttarakhand,31.882119,88.251634,2026-12-22,09:00,2026-12-22,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Patna,Bihar,9.301234,96.841748,2026-05-02,09:00,2026-05-02,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Gangtok,Sikkim,34.160174,84.249918,2026-01-22,09:00,2026-01-24,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Shillong,Meghalaya,26.342934,87.733862,2026-04-10,09:00,2026-04-10,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Innovation Expo,Puri,Odisha,12.592186,91.820614,2026-12-15,09:00,2026-12-16,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Cherrapunji,Meghalaya,31.275761,92.479811,2026-01-29,09:00,2026-01-31,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Raipur,Chhattisgarh,10.196055,70.093166,2026-07-22,09:00,2026-07-23,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Chandigarh,Chandigarh,12.054016,91.388595,2026-09-05,09:00,2026-09-05,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Contemporary Music Concert,Trivandrum,Kerala,16.104914,70.19813,2026-07-10,09:00,2026-07-10,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Cherrapunji,Meghalaya,13.847324,77.034972,2026-09-28,09:00,2026-09-28,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Classical Music Concert,Lucknow,Uttar Pradesh,22.915234,88.712409,2026-05-17,09:00,2026-05-19,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Jodhpur,Rajasthan,15.159664,78.269587,2026-02-15,09:00,2026-02-17,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beach Sunset Experience,Aizawl,Mizoram,20.171628,89.943484,2026-06-17,09:00,2026-06-17,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Mysuru,Karnataka,28.14001,84.066566,2026-11-21,09:00,2026-11-21,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Mysuru,Karnataka,13.950637,93.814046,2026-09-11,09:00,2026-09-11,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Leh,Ladakh,17.308585,86.96874,2026-06-16,09:00,2026-06-17,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Chandigarh,Chandigarh,34.806227,72.982657,2026-12-13,09:00,2026-12-15,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Pune,Maharashtra,14.148149,76.374236,2026-06-06,09:00,2026-06-07,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cultural Heritage Walk,Rishikesh,Uttarakhand,13.517346,68.109409,2026-07-13,09:00,2026-07-14,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Startup & Business Conference,Shillong,Meghalaya,14.927431,86.584066,2026-07-09,09:00,2026-07-10,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Jamshedpur,Jharkhand,21.607077,90.984834,2026-12-26,09:00,2026-12-26,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Shillong,Meghalaya,9.123415,76.026443,2026-12-29,09:00,2026-12-29,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Classical Music Concert,Trivandrum,Kerala,34.35294,93.926812,2026-04-14,09:00,2026-04-16,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Chennai,Tamil Nadu,25.83653,70.880184,2026-01-20,09:00,2026-01-21,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Contemporary Music Concert,Alleppey,Kerala,31.46336,78.117564,2026-04-15,09:00,2026-04-15,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Kolkata,West Bengal,25.889914,76.240076,2026-02-13,09:00,2026-02-13,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Shillong,Meghalaya,14.231316,80.582342,2026-08-24,09:00,2026-08-25,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Agra,Uttar Pradesh,27.079918,75.091914,2026-03-18,09:00,2026-03-18,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Raipur,Chhattisgarh,20.384902,94.46104,2026-03-12,09:00,2026-03-14,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Gwalior,Madhya Pradesh,28.131601,85.345384,2026-01-19,09:00,2026-01-19,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Agra,Uttar Pradesh,22.055841,91.226474,2026-02-25,09:00,2026-02-26,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Imphal,Manipur,19.499769,90.466018,2026-11-23,09:00,2026-11-24,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Haridwar,Uttarakhand,16.223514,86.287198,2026-05-09,09:00,2026-05-09,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Nainital,Uttarakhand,19.941641,92.474114,2026-07-12,09:00,2026-07-13,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Indore,Madhya Pradesh,12.356778,91.299752,2026-10-13,09:00,2026-10-13,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Ranchi,Jharkhand,18.87577,86.902384,2026-08-05,09:00,2026-08-06,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nature & Forest Trail,Kochi,Kerala,21.496168,95.56667,2026-02-10,09:00,2026-02-12,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nature & Forest Trail,Rishikesh,Uttarakhand,23.936906,83.947116,2026-11-22,09:00,2026-11-22,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Classical Music Concert,Mussoorie,Uttarakhand,33.333294,87.842596,2026-11-10,09:00,2026-11-12,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Gokarna,Karnataka,17.793575,89.656231,2026-06-14,09:00,2026-06-14,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nature & Forest Trail,Lucknow,Uttar Pradesh,33.741725,93.533254,2026-06-13,09:00,2026-06-13,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nature & Forest Trail,Trivandrum,Kerala,33.320099,90.219969,2026-06-21,09:00,2026-06-22,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Community Cultural Festival,Pune,Maharashtra,28.684091,93.902788,2026-04-23,09:00,2026-04-23,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Ooty,Tamil Nadu,12.312351,71.384682,2026-04-26,09:00,2026-04-26,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
